x,y,vocab,count
-20.351212,1.0210464,contratiempos,17
10.451439,-6.539489,susto,43
-34.77412,-31.045,ojo,255
50.839546,0.7421005,yáñez,79
47.21306,18.056824,revolución_democrática,90
47.426125,18.291445,pablo_vidal,33
14.064641,30.606688,tildó,129
21.250757,18.354572,dictador,248
48.94253,20.401417,parlamentario,534
-1.3041098,32.487427,reflexión,126
-13.771621,-29.396666,solitario,71
-31.643522,-26.11826,acumulación,123
1.4963022,23.049408,convicción,126
-0.8763565,15.689356,profunda,207
-2.1878498,15.042465,reacciones,337
-29.738613,21.031864,bienestar,227
20.73722,23.482565,pueblo_venezolano,158
-20.220934,16.72732,económicos,554
-20.322428,-15.040974,mezclan,16
11.518759,29.921295,reconozca,57
-9.589962,6.2104816,comparaciones,15
52.337498,17.580631,salvador_allende,57
3.7376688,21.007551,parezca,46
-35.221924,6.473238,compara,60
51.378048,17.867943,allende,49
19.85169,21.800533,corrupto,70
21.894535,5.6270027,pueblo,1536
8.214511,30.231041,manifestado,192
33.29087,30.34185,ostenta,37
39.173428,14.350993,roberto_ampuero,53
22.619488,22.644785,grupo_lima,387
21.838835,11.400984,bolivariana,71
36.11671,11.101276,demócratas,857
-1.3330669,32.248608,crisis_venezuela,132
21.246027,26.33153,interino_juan,21
20.343748,26.381695,respaldar,155
21.8728,32.219524,convocar,151
-9.803721,27.342337,ayudar,779
-10.748419,33.084145,contribuir,164
-6.6698565,21.157639,humanitario,167
-17.308067,33.446888,específica,91
-37.29437,-22.563889,alertas,98
-13.184719,26.1685,atentos,107
-12.710748,34.00868,pidan,23
4.997107,-5.49867,ganas,88
5.308036,-6.0129485,reír,35
4.797588,-6.999264,vomitar,14
51.581993,10.345852,concejo_municipal,155
-4.1893706,-45.19624,vitacura,101
26.780273,20.828403,movida,30
-30.948658,32.178974,renovación,172
-43.75583,-16.634989,patentes,131
27.120401,-37.174717,night,49
51.63023,10.330348,concejales,174
51.291725,2.5484333,torrealba,33
-10.893935,-33.550156,patente,149
-24.942297,-38.095592,alcoholes,18
-19.38881,-9.486867,nocturnos,30
53.155262,-10.913659,fernando,610
51.28666,2.902227,bórquez,20
11.85828,14.546459,grado,330
2.2133043,-4.7760596,molestar,26
-6.8915005,-39.41939,centro_comercial,143
19.560019,-26.866024,club,280
-16.835314,-22.85485,estratégicamente,19
-28.769588,-9.208354,subterráneos,29
-7.5153027,49.05929,pudieran,175
-15.142967,12.978019,levantando,45
-4.4796367,52.22604,querrían,11
-32.5844,40.73659,sumó,420
-23.766096,-43.423656,locatarios,66
0.5897049,9.326196,juntas_vecinos,35
18.528908,-9.138246,voz,423
8.310655,-43.818233,residencial,72
6.5337563,15.620019,matones,26
-17.511072,-14.829523,sacan,43
0.74654615,26.229088,tranquilidad,233
26.688013,37.998577,sesión_especial,68
16.967884,16.188538,remoción,142
53.38223,-8.966888,hermes,31
20.210684,35.46705,asistió,191
-1.7807815,47.1525,acordaron,237
-6.91423,-9.753054,manifiestan,86
12.279978,-2.893152,raro,120
15.479261,-15.251103,separó,41
-2.5213778,32.36003,explicación,225
-14.415361,14.5459795,incluyó,229
-23.120337,13.123515,diversas,686
28.22126,30.892002,bancadas,65
-57.529938,0.24483883,desfalco,20
-26.303612,27.074848,transformaciones,36
-52.468826,8.153819,209,34
-4.443534,49.64941,lograron,573
-47.72129,-3.780992,puntaje,40
-46.331238,-22.584656,selección,267
23.162695,-10.958286,universitaria,136
-53.30647,8.067483,199,28
-34.086254,17.075205,puntajes,18
-2.5877793,-43.07091,bicentenario,63
47.011497,7.3584123,municipal,583
-38.87763,-26.096542,puntuación,14
1.83914,48.40975,llaman,196
8.274169,-4.601942,tranquilo,141
5.6590543,-31.591654,creía,131
11.166312,-6.5714703,broma,133
7.2977524,-10.20136,jugando,118
8.524712,-13.874168,polola,27
26.025284,-11.021553,geología,38
5.306452,46.11489,estudiando,109
0.42275575,-14.69532,ensayos,58
-34.335827,36.35372,obtenido,211
-35.368706,-9.100979,accediendo,12
-32.216503,17.379633,gratuidad,115
2.6065304,48.473633,faltó,45
-30.83715,-6.445935,llenar,95
-42.846485,-19.505539,hogares,453
-32.72717,18.160812,becas,68
47.97677,20.428108,renovación_nacional,203
-3.8414667,-45.713715,barnechea,87
45.169445,-5.99213,guevara,64
45.149113,21.092344,josé_antonio,138
45.178307,21.057716,kast,141
-29.937904,-25.411215,hielo,134
-20.546577,25.757252,aplicarán,26
-8.996416,-27.089674,montado,32
29.644114,22.438902,alianza,651
-25.825499,23.060413,entendiendo,55
33.302055,22.737581,candidato_presidencial,76
26.228405,32.206215,candidaturas,97
24.80445,31.846096,presidenciales,391
-9.191646,-50.667118,personero,20
-3.9571013,-29.028793,mediana,88
48.03664,20.37008,rn,324
-0.37609762,6.8084674,militantes,348
-7.1413846,48.054066,quieran,227
-47.531532,-3.622975,demre,15
-52.657303,-12.115127,1300,222
-19.449823,51.736053,abrió,370
-28.494358,9.928126,universidades,314
42.008034,17.248138,rectores,38
42.063282,17.192652,cruch,22
52.26332,-3.0654764,vargas,228
-26.409378,-18.482235,novedad,62
0.7888993,26.202454,calma,246
-21.833843,0.5565915,ansiedad,131
-31.627323,14.654818,necesariamente,139
-12.982236,10.881744,válidas,25
-11.067563,5.6791296,interesantes,31
25.33472,-9.974737,rector_universidad,54
-4.8324065,-42.93703,arturo_prat,44
-31.609838,36.197838,entregue,135
18.03734,-11.822627,rendir,75
24.982912,-9.48035,rector,156
-21.67161,-17.990877,idealmente,23
-4.8106074,46.42307,permita,392
9.72439,-2.3429008,fantástico,40
-13.181865,-35.99536,recorrer,149
-33.43464,-31.304977,mientas,12
3.4752316,-1.7270947,puedas,35
-3.075775,17.905916,presión,1000
-10.892085,17.82476,enfrentados,35
16.094799,25.56372,partidarios,295
-1.1567945,30.874554,acompañe,14
-25.540604,5.3147807,rendido,15
52.44609,-9.441762,cristóbal,95
47.809692,18.377115,urruticoechea,20
31.07794,29.74521,presidencial,718
-10.094247,38.740726,tomen,110
-25.029726,33.32419,premisa,43
-6.0798674,34.63769,opinar,39
28.249716,-2.947436,agente,322
20.943764,-20.742455,caricatura,19
21.970776,0.63869166,extremista,70
21.480242,17.908323,fascista,38
29.213358,22.092037,ultra,51
30.005255,22.988535,derecha,1006
-10.471046,6.504095,reflejos,11
-19.405771,14.840439,claros,133
-19.646229,14.762101,concretos,119
9.442156,24.816166,cercanía,132
3.7464292,-2.0109727,vas,79
4.8455667,-3.4915316,quedas,13
23.311451,11.640091,panel,108
39.39896,4.2256002,asesora,103
-23.58059,-35.020275,transporte_público,208
19.45671,33.8048,reunirá,237
-5.3909717,33.943928,evaluar,333
-36.957554,15.734263,tarifas,293
-13.784175,22.8782,llevará,248
-52.431072,11.877916,410,11
-21.399866,27.229568,cabe_mencionar,42
-42.115166,7.890951,alzas,180
19.431892,33.76718,reunirán,132
52.489357,1.2378093,melo,42
41.829933,14.819936,exsubsecretario,60
44.563877,11.970085,transportes,317
24.76132,-11.328584,ingeniería,213
25.759056,-10.304436,san_sebastián,79
-2.902773,-11.72512,partió,211
-42.145824,15.663733,financiado,62
-40.735996,12.084131,cubre,93
-9.203677,-25.38894,cubierta,95
-6.0305324,26.180796,llamarlo,18
-40.106335,5.279492,crezca,36
37.325287,36.107994,encarga,53
-13.703038,26.573147,monitoreando,79
-39.104275,9.223482,creciendo,183
3.475303,-20.34065,portonazo,48
10.571808,10.433188,frustrado,174
58.193707,-5.031657,comuna_san,124
-16.875778,49.169506,concretado,61
-14.762938,-19.761154,vidrios,95
-14.794838,-19.688198,polarizados,11
-9.638654,32.2309,quitarle,76
-9.311121,-34.2276,automóvil,580
48.036026,-13.690323,rosa,262
48.672672,8.787075,oyarce,59
-7.988997,-32.153656,embistió,33
-4.4461517,-16.813816,huida,87
-4.667289,-16.72683,asaltantes,201
-8.209991,-32.323837,chocó,106
-3.4962697,-4.7844834,frustrar,38
1.4173732,-52.459763,san_miguel,143
-34.954006,2.8465939,vulnerable,131
5.9078717,20.281658,racional,35
13.258803,-9.646644,video,1892
7.105683,-15.073543,instante,174
3.2381184,-4.4789634,tranquila,108
0.26609075,26.266048,racionalidad,19
4.1039963,-1.8087299,recomiendo,12
-26.126804,2.8326507,cuidados,179
-6.214064,24.09257,verificar,265
9.08575,-41.50404,alrededores,168
-11.806939,-20.389503,teléfono,451
49.866634,-9.324789,joaquín,137
20.28296,-5.799052,nueve_años,106
-25.91972,-2.3830166,trasplante,160
-24.68405,-2.4344623,hígado,102
10.363503,-24.27235,oriundo,111
-8.4784565,-50.726337,puerto_montt,839
2.781202,-26.69988,internado,191
3.421438,-27.078724,unidad_cuidados,53
3.515653,-27.083868,intensivos,52
3.8810732,-26.711472,uci,24
49.401173,-4.287605,calvo,35
-5.5431695,-43.41702,mackenna,15
-25.580667,-2.605227,donante,73
-26.245705,-2.4660842,donación,98
-26.137186,-2.4690225,órganos,261
6.9729557,16.663671,doloroso,91
-9.435872,30.777933,convertir,124
21.415373,-19.958517,héroe,106
-20.831827,0.99312437,síntomas,273
-1.8557442,-43.738792,hospital_puerto,48
-1.9137608,-43.767975,montt,144
-25.14594,-1.6873817,terapia,92
-25.018135,-1.4225017,intensiva,48
3.6961713,-26.78023,uti,19
-5.4106693,-49.57332,temuco,968
-18.463642,-1.8113647,coma,60
-18.464003,-1.7940818,inducido,18
0.0139689455,-9.767048,tocar,111
-19.173283,-19.252453,atados,15
0.5652671,-6.4099984,ayudarlo,48
-5.128668,26.139055,protegerlo,19
18.543585,-9.087987,alzar,18
7.834705,15.612337,declaro,14
3.0058718,17.518185,dominación,24
9.339797,-25.13251,intelectual,84
3.7695866,19.084093,pensamiento,95
-33.073692,33.98616,sumar,154
12.542402,-24.979034,noble,48
9.482861,-9.844597,olvido,31
-9.864456,-20.460932,método,260
-7.4910693,5.4279265,innegable,14
-1.064917,1.9395689,masculina,62
-17.534575,2.934006,padecido,13
2.4937549,24.006086,reivindicación,55
17.817274,19.424925,implacable,28
6.5672865,26.667196,representaría,35
3.1440365,26.095938,mienten,17
1.2511129,22.62149,honestidad,31
-0.046455987,9.644336,feministas,102
15.829868,23.543577,pretexto,89
-15.64413,14.720885,basado,183
-11.361036,11.42751,falsas,232
-8.320004,25.779444,lidiar,98
14.993845,27.423824,reivindicar,23
1.7490102,5.9556336,humillados,11
13.104524,-3.8121812,catalogado,62
6.5514154,-2.4028642,miren,36
14.959386,27.62286,confrontar,12
-17.152151,27.715,impone,121
-30.560905,8.179094,importar,137
-4.708621,8.862147,violentos,343
-32.65179,38.203815,recibir,1291
-2.0592926,-1.6872387,juegan,51
1.482113,13.825368,estigmatiza,12
-17.29849,6.8717866,causan,73
-32.32956,-14.101794,rodean,48
10.956355,-14.427541,hijas,223
-6.640764,-2.0450146,esposas,82
-14.982076,-3.2070007,madres,179
10.721989,-14.46123,hermanas,148
21.6125,-10.775386,compañeras,58
3.9623132,29.79917,vínculos,236
-5.642955,30.481258,marcha_atrás,113
4.9903073,20.123661,falsamente,18
9.952032,-15.003884,amiga,214
-5.3210955,-47.971695,bariloche,56
0.23790386,24.609596,respetuosa,23
-9.507839,26.735577,luchar,213
5.494882,-4.725283,pude,100
-12.869439,-18.880678,utilizara,12
16.912167,-8.592179,funa,18
21.43687,-13.832568,inquisición,10
14.218848,-17.877558,pasados,66
1.1133462,-19.104368,hoguera,16
16.85286,-21.264206,siglo_xxi,90
-0.7173211,14.6381235,clamor,35
-28.161442,-38.831017,inspirados,22
-11.363301,34.597404,alcanzar,633
-5.9934573,-28.927168,rama,79
-12.813123,-21.804573,prender,18
-27.173578,23.761957,incentivar,64
-3.8359191,33.18668,sume,30
3.9240968,15.484109,odio,379
9.4743805,-16.0192,pequeña,785
-6.327447,14.229772,chispa,10
-17.90186,23.755095,debidas,16
12.36165,24.68987,demuestre,18
9.505635,45.175266,acepto,21
22.172861,17.306213,autoritario,46
21.652283,16.806376,comunismo,39
7.161994,16.943565,perverso,20
-29.260317,-2.270316,participantes,301
4.670237,17.705065,defiendo,10
14.218478,27.601332,cuestionar,89
46.999805,-8.123936,débora,22
28.319466,-21.036724,clarín,137
14.260901,-16.96323,aires,645
-9.54708,35.95843,cambia,155
-10.599084,0.13763942,hartos,35
-9.030954,35.586143,cambiar,725
-52.248703,-12.346023,2030,137
-6.5572696,42.48976,relevancia,116
-2.5259933,1.4344862,enviaron,142
-21.532213,26.855047,prohibiciones,34
-26.404161,24.392914,fortalecer,274
-31.671335,-0.62946457,conectividad,187
13.94951,0.23732446,acompañado,326
46.737057,18.405685,diputado_partido,77
47.07895,18.398064,humanista,38
38.22893,15.432167,florcita,24
38.216496,15.474441,motuda,20
11.393187,-1.5487556,saludo,73
21.630995,38.679077,escribió_twitter,203
50.341816,20.78288,felicidades,10
9.845452,-1.038337,todes,11
9.083699,-2.8556988,feliz,291
-47.0622,-14.738483,1_enero,220
-13.223537,-30.534782,champaña,12
-25.057095,-12.916321,bajamos,15
2.612727,-8.717635,llego,14
5.9012938,-0.98855907,poquito,47
4.577499,-2.9471548,pongo,27
10.342481,-8.983751,escribir,118
-10.137212,-22.556498,llena,138
9.230818,29.558868,enérgico,23
-48.951824,2.3241386,levemente,84
-7.1718316,-24.687117,pelota,39
5.7481513,-4.3511515,arrepiento,11
4.2806234,1.3378513,veo,181
-8.2072935,-16.787764,fuegos_artificiales,129
4.290616,2.3992512,ofender,20
24.468527,5.143737,tuit,365
10.995982,17.176523,perdón,176
-23.572672,-1.1615984,diagnosticada,49
19.311623,-19.03787,notoriedad,60
19.714937,-30.312588,toc,12
9.6654,-7.7148967,llamar_atención,72
-39.76242,0.7152173,diaria,110
19.709923,36.075726,asistido,98
-46.019356,8.797572,diarios,224
6.8402243,1.9874741,recibo,35
-34.14614,-8.314123,alojamiento,100
-38.780987,21.012772,asignaciones,37
-6.1616254,-18.940979,cargando,45
-7.8882427,40.63934,sencillo,62
-21.403057,21.632671,encargadas,47
-24.303724,25.967968,asuntos,453
-34.636036,1.4779241,irrenunciable,21
50.75785,6.1719503,venegas,73
-43.81363,16.68938,gasta,22
-5.6333055,37.96548,razonable,127
4.404536,-23.853748,cuerpo_bomberos,190
8.479148,-24.021816,metropolitano_sur,35
-48.444107,17.930767,millonaria,109
-40.78949,26.095217,aseguradora,38
-17.37643,6.72292,provocar,352
-34.067024,-37.894993,comunas,792
-8.72638,-34.963303,involucró,92
-1.0720968,-32.4155,helicóptero,236
-8.137973,-32.643707,impactó,141
-9.848087,-32.99845,carro,103
-0.44573107,-27.683449,bomba,375
-53.0124,14.758549,3500,109
-2.0162663,0.0921511,dirección_aeronáutica,43
5.216456,52.159054,descartaron,116
-14.295741,23.731922,tuvieran,71
51.368523,-10.794515,josé_manuel,75
-0.9235575,0.31613687,vería,45
-29.027714,45.210953,quedaría,87
-8.736297,48.170036,tendríamos,28
-4.8573866,10.894009,cuarteles,64
-7.984243,-15.6686735,carros,104
-2.0658154,31.4741,salgamos,11
-32.93915,34.03872,juntar,41
-13.28101,46.08145,ocurrirá,69
-0.02770829,29.25042,cordura,10
-18.954271,16.293285,principales,1591
1.8710212,-7.9556375,devuelve,19
-49.57824,17.341454,100_millones,115
-43.273083,17.450718,gastar,77
10.807484,33.811195,contestar,37
-53.85894,9.8656,98,96
-10.667584,0.11601729,acostumbrados,38
1.1463199,18.348415,simpatía,49
9.405987,28.748362,solidaridad,298
-11.568744,34.87488,lograr,996
-39.315105,10.448762,baje,25
-23.358974,-11.445425,propietarios,134
-21.507889,-16.52266,casita,13
-22.267021,-11.966124,departamentos,278
44.67624,-7.658918,julio_césar,42
47.953182,-1.1313176,rodríguez,650
-6.5625467,-18.34416,sacaron,74
13.065161,-9.686587,grabación,205
5.754161,-2.1110537,suena,48
14.09192,-7.0805717,llamó_atención,160
-1.4440997,45.381275,aspiran,46
7.0414386,-5.0147967,ofendido,18
0.53632313,23.880081,pido,140
11.045715,17.292973,disculpas,194
-1.4671324,-39.101967,habita,41
-48.419323,-2.15803,casen,19
-18.779879,9.920886,considerados,207
-40.606262,20.371168,crédito_hipotecario,39
-10.566788,-31.881264,estacionamiento,116
-34.61142,18.420004,inscrito,41
-40.368095,20.640196,mensualmente,59
14.705144,-14.12793,conocía,111
11.427297,0.8590311,drama,136
35.04184,-2.606081,oficina,1160
5.0141993,25.279612,molesta,69
10.498415,18.586815,voté,13
-19.267818,-21.570555,sacos,41
32.99791,-31.248991,instagram,1109
2.456983,36.77169,firmar,222
-6.8269544,20.234303,migratorio,194
3.1800375,15.79914,xenofobia,58
8.487947,-5.214363,feo,30
-22.776659,7.6807427,miserables,15
44.932583,15.120793,subsecretario_interior,82
44.950924,15.122597,rodrigo_ubilla,103
-11.244334,29.593645,migrar,37
10.082388,-7.2716565,gusta,317
56.179676,0.62346464,neruda,33
-2.076462,39.8382,regreso,394
-15.204267,-7.8520765,residentes,383
5.6992564,19.010225,francamente,38
10.294507,18.81706,profundamente,320
5.92076,39.442127,votado,139
11.603462,2.3251734,pasión,88
33.75623,26.19813,candidata,172
46.45937,21.346508,beatriz_sánchez,33
3.682818,-4.914276,honestamente,21
-4.3042912,45.636112,prometía,26
-8.7922735,29.445805,ponerle,66
-11.87739,-8.413747,llegan,428
5.207426,17.57215,egoísta,11
28.671535,29.793001,oficialismo,396
19.943005,-11.453514,frase,257
-14.510084,3.3997679,vivida,45
3.075216,46.28364,obligar,101
-25.550272,20.766083,fomenta,22
-24.965319,-16.669445,medias,55
12.65149,-7.6729193,risas,83
-37.649704,-9.948376,redes,378
-53.109184,-15.259484,mañana_jueves,169
-22.880192,11.75614,ocupan,86
14.435064,-26.015202,arte,262
14.45049,-25.905718,contemporáneo,18
18.335485,9.455038,periodismo,86
0.37616444,-26.029125,operó,27
17.122189,-30.803972,feria,347
4.2384048,-47.13494,chaco,13
-18.926037,-19.908903,zapatos,129
15.008536,-6.860401,publicando,30
0.15273751,-31.69826,armada,490
-10.484586,6.921472,anécdotas,13
-12.354112,7.659429,lamentables,29
27.752333,-21.87337,mostrador,23
22.042282,32.25921,adelantadas,28
5.1515484,36.469147,selló,31
0.48842984,-36.249287,destino,568
-43.73401,-0.5783141,caída,1206
15.845859,23.561068,excusa,105
47.919262,0.31556842,mellado,23
-1.6660084,-5.468173,cambiara,17
-30.61664,-28.665796,columnas,55
17.33775,49.136677,advertido,198
-0.5572072,-24.460844,encontró,669
6.918506,9.386934,complicidad,106
-10.559938,-47.641563,aisló,13
-24.979235,43.48146,entendían,10
-7.842127,49.997955,debían,263
-9.102793,14.132266,manifestaba,14
-9.85983,22.625717,viniendo,24
-0.3498212,1.4247814,creencia,51
-28.418205,-27.906006,voraz,29
45.433384,-13.769809,resume,51
-1.2928555,16.47108,malestar,147
-1.5667393,11.224698,colectivo,258
-8.949405,8.973902,cúmulo,10
4.250744,12.02452,infracciones,198
-1.9601115,-7.475629,subirse,29
-23.193815,-14.32176,inventario,30
6.0849514,-9.900542,recogía,12
9.340359,16.464876,comportamiento,500
-39.427097,10.626038,sobrepasó,16
5.3159447,30.039606,aceptable,60
-8.379202,-12.573123,montada,22
-1.2920594,17.3157,insatisfacción,17
8.252327,1.289326,acostumbrado,39
-25.793596,38.4417,incumplido,16
18.448282,26.249811,implícito,13
-32.867397,34.08857,reunir,174
-22.874832,8.662774,mínimas,81
-10.37453,28.674755,funcionara,11
-13.53515,24.603012,ausencia,368
-37.016853,-10.139647,wifi,27
-29.307898,-2.3816369,stands,26
-33.02268,-21.36147,polvo,130
-3.7006023,16.783234,ruina,15
11.476316,-6.2387643,chiste,29
-3.2193599,-34.41511,piloto,253
8.323833,12.010686,configuran,15
2.3492935,25.713366,incompetencia,22
13.43055,29.619953,denuncian,250
-20.378145,2.6190703,severos,66
-37.979374,36.428284,ponen,170
0.81648517,22.511795,ética,129
-24.15071,8.527773,abiertas,187
12.762265,18.513544,sospechas,206
11.630402,20.925348,nepotismo,61
2.8427136,-9.754317,venía,181
9.720886,-7.820597,comentaba,15
-17.17106,17.119019,expone,82
-20.44193,-3.933584,descomposición,60
-13.113183,35.46418,disponer,104
4.4766855,16.875114,tolerancia,77
-27.799467,21.244934,internacionalización,18
-12.434606,-10.365744,venían,83
-8.986983,35.396317,cambiaran,10
-32.291325,-27.803257,hundimiento,66
-5.7863884,48.872177,incapacidad,117
-0.19486246,35.123688,pactos,31
2.3509328,28.52772,reciprocidad,18
8.695599,25.113007,política_exterior,120
-11.119623,30.001244,exhibir,25
1.2632425,-34.60965,naufragio,43
-1.8848901,20.891705,incurrido,53
-27.699385,21.931417,estratégico,147
11.104334,25.116016,desprestigio,29
-8.138203,30.462929,consolidar,94
7.3507657,-10.200992,jugar,238
-8.117885,42.67865,alternativa,419
3.0929067,25.302774,solidez,30
-0.16150866,41.24886,determinada,93
-7.635342,-18.022276,pesado,69
-19.66945,-34.573437,galerías,18
-24.941257,13.987466,culturales,100
-27.701666,12.804569,editoriales,24
5.37525,24.063635,sorprende,69
-2.767417,-13.442986,llegado,532
-3.7998955,18.50683,fragilidad,36
5.2115474,-9.077682,grita,41
0.12376002,-12.813335,especula,33
-2.083558,-15.336226,engañados,30
5.406016,6.466083,abusados,23
-37.70748,37.202423,puestos,521
22.904032,19.451809,feroz,81
3.024188,27.738476,ceda,13
25.229132,-11.892781,ciencias_sociales,33
52.25759,-0.056833863,molina,140
-38.142735,-6.8486557,traspaso,101
-42.767788,18.690063,pague,56
-29.229164,12.695677,establecimientos,377
-28.071104,17.346684,adquiridos,64
-13.223812,-7.6050057,transferidos,26
-46.858246,-8.0753,gratuitamente,37
-45.259785,-8.939363,compre,20
-59.111446,9.038918,26,645
-34.47227,18.931692,forma_gratuita,55
-46.466515,-8.58538,comprados,25
16.801825,8.969052,constructora,201
-35.047787,25.726044,ingresan,80
-22.582108,29.519712,corresponda,73
-17.159382,31.805756,ordenamiento,41
-26.928566,29.216722,sistemas,445
-20.01799,3.257014,coletazos,15
10.937709,50.927006,anunciara,119
-37.84633,0.48484483,mundial,1003
26.303522,11.122999,organización_naciones,58
26.448689,11.227863,unidas,137
-10.138593,37.079662,considerar,671
22.233606,41.249794,derecho_humano,44
-3.4180143,26.007303,entorpecer,30
-2.2691767,41.102436,impulsa,155
-9.859519,13.236366,levantaron,82
48.001812,19.989073,evópoli,139
41.684544,26.495869,hernán_larraín,106
48.948757,3.7192764,matte,42
9.301693,-13.505285,enteró,83
19.273636,45.08238,decisión_tomó,56
-18.243788,24.604177,migratorias,81
-40.647263,0.9781302,nivel_global,61
34.203087,35.023643,definiendo,18
-32.422,8.195879,afectaría,80
22.315657,42.338337,soberanía,270
36.08701,22.198217,oficialista,253
-21.600843,-15.856378,objetos,319
43.06885,13.509318,larraín,240
-19.473448,32.30624,regulado,48
0.55046004,-11.589268,iría,59
22.211857,42.37017,soberano,93
-16.532658,26.287155,restricciones,267
-35.001984,26.025255,ingresen,77
48.942223,19.485186,ossandón,143
0.23736547,4.3203683,unió,82
48.78638,19.33755,manuel_josé,60
-5.778116,-7.644934,viajado,65
2.3490818,-20.664948,bochorno,13
47.115913,19.874203,suscribe,10
48.587948,-12.124939,ximena,99
-5.615217,28.703218,atacar,288
22.36385,36.054726,liderada,239
15.364426,-1.9826132,ángeles_araya,48
11.458234,6.5367484,camilo_catrillanca,105
5.821592,-22.4783,gope,60
21.456324,21.266397,organismos_internacionales,72
-27.675755,21.130651,promoción,184
-6.1789804,17.07794,persistente,40
5.794761,15.796953,abusivo,30
6.714899,5.137848,mapuche,398
9.607357,36.551853,informe_anual,40
24.597607,11.935545,ddhh,234
11.828475,19.974268,peligroso,277
9.657652,17.238062,accionar,91
-41.68761,10.797251,reducirse,19
-11.315925,8.606692,simples,86
4.899956,-22.002848,efectivos_policiales,91
-1.4817556,21.081589,devela,14
-33.474014,-4.743632,fallas,180
33.085938,31.26013,asumido,113
13.03296,-24.274218,indígena,238
17.526413,37.344566,asumida,32
50.12109,-11.894455,camilo,91
18.039408,14.938102,operación_huracán,70
5.323637,20.83162,inexplicable,34
-1.2991885,7.2625456,actúan,83
6.6248474,5.110344,wallmapu,17
-6.6063867,-45.443054,macro,34
-6.571806,-45.44349,zona_sur,98
-23.382385,23.000357,articulación,21
13.791866,40.444187,sucesivo,18
-24.438694,46.92813,continuó,223
55.32633,4.2792344,archivo_agencia,99
20.047892,6.539559,mando,294
-0.78903246,-1.2270103,acabará,12
-38.69829,8.868697,concentrando,15
-1.3700817,-12.3915825,salieron,344
26.95853,26.49206,desplegada,27
27.298117,-23.870392,post,312
-2.0769148,8.751752,dictatoriales,10
41.129406,15.167859,hinzpeter,18
50.494858,-0.024736207,burgos,61
29.17623,3.157011,aleuy,21
-27.90685,-25.11501,inflamable,22
31.362814,27.227612,escogido,42
-8.034715,11.272596,sucesivos,21
-27.045439,28.016167,paradigma,28
-7.2315555,17.78462,agudización,21
-44.378147,1.2796559,profundizando,22
-44.500587,10.374517,cobró,79
-7.914254,-35.45204,víctima_fatal,71
10.077938,-10.231202,inadvertido,13
48.51831,11.69796,ministro_moreno,46
-34.88802,-30.239853,huracán,326
-18.378878,38.570126,propuestas,546
3.3847303,23.269232,pareciera,66
-3.7122731,9.336799,acontecimientos,139
55.164055,3.8371491,archivo,180
52.42519,-9.426352,cristobal,21
17.765873,5.3920617,históricamente,105
30.141499,23.56924,artífice,22
-7.790111,17.613033,agudizado,12
15.612558,46.524155,demandando,27
16.672955,23.488525,invasión,260
21.110931,5.2789373,ejercito,28
-29.377714,-37.405033,forestales,126
-29.42067,-6.8868423,hidroeléctricas,23
-29.412518,-6.879078,salmoneras,22
-18.872396,38.26511,iniciativas,344
0.182421,27.762083,significado,164
-4.8898053,11.674616,violencias,44
6.5732374,5.153035,pueblo_mapuche,66
-23.888912,-34.27426,colectivos,188
22.46131,17.527855,comanda,10
-17.80132,-9.259467,famosos,116
-6.2184753,-49.85354,araucanía,876
-6.181482,42.212635,imprescindible,43
6.6957307,-20.670303,despliegue,300
6.55851,-21.13465,comando,198
6.443409,-21.273806,jungla,31
-7.1884665,-14.202375,tanquetas,19
-20.725203,-29.090376,anfibios,27
-8.138051,40.24252,abordaje,21
-16.591131,23.805141,levantadas,26
-20.205128,21.55613,consultadas,28
-0.93495625,36.05805,liderazgos,28
7.5648212,32.360336,conflictivo,43
14.679452,23.733305,beligerante,13
-30.916967,9.637668,industrias,151
12.389614,28.325296,presionan,14
-26.912165,-39.2565,modelos,280
-38.514233,-2.597903,riquezas,41
5.227228,18.923304,verdaderamente,60
32.466927,-10.763788,david,524
6.953889,26.478819,previsible,26
3.3206067,-21.057974,persecución,355
-11.337624,12.502025,acallar,14
-8.40031,49.87952,acaba,207
14.805094,41.135548,naturalización,12
-13.15044,-6.661951,apartados,35
-24.209215,15.702243,dinámicas,18
-11.9924135,17.274586,constatado,45
-16.062523,46.43471,iniciar,567
-38.78146,-21.778112,santiaguinos,27
-9.7417555,12.47495,surgidas,13
34.09773,18.413296,1_diciembre,86
-5.873127,-49.577557,temucuicui,34
-3.4319932,-41.42751,distintos_puntos,79
13.61262,-23.68922,ancestral,40
-27.859646,25.316246,creación,640
27.16316,27.264763,autodeterminación,83
-14.39635,13.100653,difieren,11
22.109219,27.660952,constituyente,186
-16.21292,48.26856,desarrollada,92
-25.076197,48.022663,venido,116
-11.36542,31.665823,reestructurar,13
-0.968725,0.29238465,verse,277
-24.806076,34.93463,elaborar,138
-7.6445227,-3.9433687,oídos,75
-20.60182,35.695606,liberalización,31
-47.92501,-6.473573,reconocimientos,20
11.27147,24.407207,ignorando,28
-0.98567706,-12.636138,sale,234
-17.34947,2.9983382,conocemos,84
49.069733,-6.5234776,sj,26
38.72573,0.20303927,jesuita,86
-6.1831946,-47.41349,tirúa,45
37.031563,2.1489863,iglesia_católica,367
28.674728,25.205431,sánchez,797
38.166817,-8.329382,alejamiento,36
